,property_description,number of rooms,quadrat (m^2),date,price (euro),region_Prishtine,region_other region in kosove,seasons_Autumn,seasons_Spring,seasons_Summer,seasons_Winter,neighborhood_Aktash,neighborhood_Arbëria (Dragodani),neighborhood_Bregu i Diellit,neighborhood_Dardania,neighborhood_Kalabria,neighborhood_Lagjen e Spitalit,neighborhood_Lagjja e Muhaxherëve,neighborhood_Lakrishta,neighborhood_Other,neighborhood_Qafa,neighborhood_Qendra,neighborhood_Tophane,neighborhood_Ulpiana
17252,leshohet banesa me qera ne tophane,2,70.0,2020-09-28,330.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17253,banes me qera ne lagjen ulpiana prapa aakse 2006,2,50.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17254,banes moderne me qira te xhamia e llapit,1,71.0,2020-09-28,290.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17255,banese me qera te sllovenia sport,2,73.0,2020-09-28,300.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17256,banes me qira te bill clinton2 dhoma gjumi,2,65.0,2020-09-28,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17257,banes me qera ne dardani 250 euro,1,60.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17258,banes komode me qira ne arberi,1,65.0,2020-09-28,220.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17259,leshoj banese me qira ne lagjen dardania,2,80.0,2020-09-28,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17260,super ofert banes me qira ne dragodanarberi,1,60.0,2020-09-28,230.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17261,banes me qira ne ulpiane te fontana,1,55.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17262,qira jipet banesa me qera ne tophane,2,98.0,2020-09-28,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17263,qira banes me qira ne ulpiane250,1,75.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17264,qira banes me qira ne lakrishte,3,95.0,2020-09-28,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17265,qira banes me qira arberi240,1,65.0,2020-09-28,240.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17266,qira banes ne breg te diellitmobiluar,2,84.0,2020-09-28,350.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17267,qira banes ne breg te diellit me mobile te reja afer osce,2,80.0,2020-09-28,380.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17268,qira banes ne qender te hotel grand,2,55.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17269,qira banes ne rrugen b afer five star 250,1,50.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17270,qira banes ne lagje te spitalit250,1,60.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17271,qira kat shtepie te germia,3,90.0,2020-09-28,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17272,qira banes ne lagje te spitalit,1,60.0,2020-09-28,200.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17273,banese me garazh vetem 250 euro,1,65.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17274,banese perfecte ne arberi e tera e mobiluar mire,1,65.0,2020-09-28,270.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17275,super banes me qira ne dragodan,2,80.0,2020-09-28,350.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17276,banese me qera te qafa rruga uckse 2049,2,73.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17277,banese me qera ne lagjen mati 1 prane reastaurant loriano 2060,2,60.0,2020-09-28,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17278,banes me qira ne emshir11,1,60.0,2020-09-28,250.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17279,banese me qira ne dardani21,2,80.0,2020-09-28,260.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17280,bane me qira ne emshir,1,60.0,2020-09-28,200.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17281,lshohet me qira banesa te parku i qytetit,2,64.0,2020-09-28,200.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17282,banese luksoze me qira te mati 1,3,5454.5353300733495,2020-09-28,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17283,banes me qera ne lagjen lakrishte prapa procredit bank,2,60.0,2020-09-27,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17284,banes me qira ne rrugen b prane furres tanora 2028,2,70.0,2020-09-27,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17285,banes me qira ne lagjen aktash mbi extrem pizza,2,75.0,2020-09-27,250.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17286,banes me qera 21 mati 1 230,2,3453.374379723643,2020-09-27,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17287,banes me qera 31 qafa 650,3,5454.5353300733495,2020-09-27,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17288,banes me qera 11 ulpiane 300,1,55.775165849437556,2020-09-27,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17289,banes me qira bregu i diellit tek posta e vogel 200  21,2,80.0,2020-09-27,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17290,banes me qira mati i tek superviva,2,100.0,2020-09-27,290.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17291,banesa me qera 4 dhomeshe ne dardani 300 eu,4,100.0,2020-09-27,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17292,banes me qera 21 dardani 250,2,3453.374379723643,2020-09-26,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17293,banese me qera ne ulpiane me termokos,2,60.0,2020-09-26,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17294,banese me qira te 4 llullat,3,98.0,2020-09-26,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17295,banese me qira ne dardani,2,55.0,2020-09-26,200.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17296,banes me qera 3 dhomshe 21 objekti i princeshes mati 1 90m2,3,90.0,2020-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17297,banese 3 dhomshe 21 me qera mati 1 objekt i princeshes 90m2,3,90.0,2020-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17298,banes me qira n lagjen mati 1,2,53.0,2020-09-25,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17299,banesa 40m2 me qira ne ulpiane rozi,1,40.0,2020-09-25,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17300,banes me qera ne lagjen ulpiana afer benidona 1990,1,38.0,2020-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17301,banes me qera ne lagjen tophane te bahollt1997,2,60.0,2020-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17302,banes me qera 21 ulpiane 250,2,3453.374379723643,2020-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17303,banes me qera 31 mati 1 350,3,5454.5353300733495,2020-09-25,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17304,lshoj banes me qira tek lagjia spitalit,4,84.0,2020-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17305,banes me qira ne lagjen aktash prishtina star 2036,2,60.0,2020-09-25,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17306,banese me qira,2,70.0,2020-09-24,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17307,banes me qera ne lagjen dardania te santea 1985,2,60.0,2020-09-24,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17308,banese me qera ne lagjen mati 1 prapa super vives 2053,3,96.0,2020-09-24,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17309,banese me qira te rruga b,2,65.0,2020-09-24,280.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17310,banese me qira ne ulpiane,2,35.0,2020-09-24,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17311,banese me qira te mati 1,2,55.0,2020-09-24,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17312,banese me qira te mati 1,3,87.0,2020-09-24,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17313,banese me qira ne ulpiane,2,55.0,2020-09-24,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17314,banesa 94m2 me qira ne qender rozi,2,94.0,2020-09-24,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17315,banes me qera ne lagjen arberia  dragodan  prapa komunes se re,3,77.0,2020-09-24,500.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17316,banes me qera ne lagjen ulpiana prapa aakse 2004,2,65.0,2020-09-24,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17317,banes me qera ne lagjen dardania mbi kurriz 2005,2,90.0,2020-09-24,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17318,banes me qera ne lagjen aktash perballe bibliotekes kombetare 2008,1,40.0,2020-09-24,250.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17319,banes me qera ne lagjen dardania tek bashkesia e iii lokale 2014,1,75.0,2020-09-24,280.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17320,banes me qira ne lagjen qender sheshi nene tereza mbi rings 2022,2,70.0,2020-09-24,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17321,banes me qira ne lagjen aktash prane extrem pizza 2027,3,72.0,2020-09-24,350.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17322,banese me qera ne lagjen ulpiana prapa aakse 1973,1,40.0,2020-09-24,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17323,banes me qera ne lagjen arberia  dragodan  prane five star 2038,2,50.0,2020-09-24,280.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17324,banese me qera ne lagjen dardani te santea 2044,2,65.0,2020-09-24,270.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17325,banes me qira ne rrugen b200,1,60.0,2020-09-24,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17326,banese moderne me qira ne mati 1,2,75.0,2020-09-24,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17327,banese me qira ne lagjen arberia 200 euro,1,55.0,2020-09-24,200.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17328,banes me qira ne fushe kosove,1,60.0,2020-09-24,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17329,banes me qera ne bdillit te banesat e kuqe,1,60.0,2020-09-24,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17330,banes me qira ne mati 1mobiluar,1,65.0,2020-09-24,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17331,super ofertedy banesa me qera per studente,3,80.0,2020-09-24,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17332,banes me qera ne lagjen ulpiana prapa aakse 1981,1,40.0,2020-09-23,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17333,banes me qera ne lagjen kalabria emshir ndertesa e prishtina star 1982,3,75.0,2020-09-23,350.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17334,ofrohet me qira banesa penthouse ne aktash afr universitetit iliria delta,3,85.0,2020-09-23,350.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17335,ofrohet banesea me qira ne lagjen e muhaxherve trio construction delta,1,40.0,2020-09-23,200.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17336,ofrohet banesa me qira ne mati 1 rruga muharrem fejza mbrapa super vives delta,3,94.0,2020-09-23,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17337,ofrohet banesa me qira perball royal mallit  delta,3,81.0,2020-09-23,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17338,banese me qira ne bregun e diellit,3,89.0,2020-09-23,450.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17339,banese me qira ne ulpiane,3,85.0,2020-09-23,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17340,banese me qira ne aktash,2,55.0,2020-09-23,250.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17341,banese me qira ne dardani,2,55.0,2020-09-23,270.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17342,banese me qira te rruga c,3,87.0,2020-09-23,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17343,banese me qira ne aktash,2,87.0,2020-09-23,280.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17344,banese me qira te qafa,4,85.0,2020-09-23,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17345,banese me qira ne bregun e diellit,2,65.0,2020-09-23,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17346,banese me qira ne tophane,3,87.0,2020-09-23,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17347,banese me qira ne dardani,2,55.0,2020-09-23,270.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17348,banese me qita te qafa,3,95.0,2020-09-23,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17349,banes me qira ne velani m1,3,85.0,2020-09-23,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17350,penthouse me qira te parku i qytetit m1,3,85.0,2020-09-23,600.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17351,banes,2,50.0,2020-09-23,150.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17352,banes,2,50.0,2020-09-23,150.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17353,baneszyre me qira ne ulpiane kati 1delta,1,30.0,2020-09-23,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17354,garsonjere me qira te qafa,1,30.0,2020-09-22,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17355,banese me qira ne aktash per zyre,3,85.0,2020-09-22,500.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17356,banese me qira ne shesh,3,75.0,2020-09-22,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17357,banese me qira te hotel siriusi,4,115.0,2020-09-22,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17358,banese me qira ne shesh per zyre,1,45.0,2020-09-22,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17359,banese me qira te mati 1  l spitalit,4,115.0,2020-09-22,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17360,banese me qira ne dardani,2,65.0,2020-09-22,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17361,banese me qira ne tophane,2,65.0,2020-09-22,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17362,extra banese me qira te rruga c,3,85.0,2020-09-22,500.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17363,banese me qira ne bregun e diellit,2,55.0,2020-09-22,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17364,banes me qera ne lagjen kalabria  emshir  prapa ubtse,2,55.0,2020-09-22,199.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17365,banes me qera ne lagjen ulpiana tek lokalet e lesnes 2002,2,65.0,2020-09-22,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17366,banese me qira,2,70.0,2020-09-22,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17367,banese me qera 21 mati 1 te dyner buki 240,2,3453.374379723643,2020-09-22,240.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17368,banesa 72m2 me qira ne tophane rozi,2,72.0,2020-09-22,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17369,banes me qira ne emshir m1,3,85.0,2020-09-22,350.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17370,banes me qira ne bregun e diellit m1,3,90.0,2020-09-22,350.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17371,banes me qira ne lagjen arberia  dragodan  mbi cacttus2025,2,53.0,2020-09-22,300.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17372,banese me qera ne lagjen bregu i diellit rruga armend daci 1927,2,65.0,2020-09-22,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17373,banese me qira,2,70.0,2020-09-21,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17374,banese me qira ne ulpiane,2,65.0,2020-09-21,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17375,ofrohet banesa 83m2  ne mati 1  delta,3,83.0,2020-09-21,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17376,lshohet gasonjiere me qera mbrapa hotel sirius rrtring smajli,1,50.0,2020-09-21,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17377,ofrohet banesa me qira ne lagjen e spitalit rrmuharrem fejza delta,3,70.0,2020-09-21,260.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17378,banes me qira n qendr t qytetit,4,114.28838342810722,2020-09-21,700.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17379,banesa me qera te grandiqender,4,95.0,2020-09-21,550.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17380,banese me qera ne lagjen arberia dragodan mbi conad 1978,2,60.0,2020-09-21,300.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17381,banes me qira ne mat 1,1,55.775165849437556,2020-09-21,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17382,banesa 92m2 me qira ne kalabri  emshir rozi,2,92.0,2020-09-21,250.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17383,banese me qira,1,60.0,2020-09-21,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17384,banes me qera ne lagjen kalabria  emshir  prapa ubtse 1965,3,70.0,2020-09-21,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17385,banes me qira ne lagjen ulpiana prane fontanes2024,3,65.0,2020-09-21,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17386,banese me qira ne lagjen dardania,3,80.0,2020-09-21,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17387,ofrohet banesa me qira ne mati 1 te royal delta,3,90.0,2020-09-20,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17388,banes me qera,2,45.0,2020-09-20,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17389,banese me qira,2,70.0,2020-09-20,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17390,banese me qira,2,70.0,2020-09-19,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17391,banese me qira ne pejtondelta,3,91.0,2020-09-19,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17392,banes me qera ne aktash 1 tetori 21,2,94.0,2020-09-19,350.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17393,leshohet banesa me qira ne lagjen arberia,1,60.0,2020-09-19,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17394,leshohet me qira banesa e mobiluar ne ne dragodan,2,50.0,2020-09-19,220.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17395,leshohet banesa me qira ne rrugen muharrem fejza te super viva 2,1,60.0,2020-09-19,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17396,leshohet banesa me qira ne ulpian,1,50.0,2020-09-19,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17397,leshohet banesa me qira ne ulpian,1,50.0,2020-09-19,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17398,leshohet banesa me qira ne dardani,2,70.0,2020-09-19,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17399,leshohet banesa me qira ne lagjen muharrem fejza,1,60.0,2020-09-19,190.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17400,leshohet banesa me qira ne lagjen bregu i diellit afer banesave te famisit,3,70.0,2020-09-19,180.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17401,leshohet banesa me qira ne lagjen b,1,50.0,2020-09-19,170.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17402,leshohet banesa me qira ne ulpian,1,50.0,2020-09-19,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17403,banes me qira ne lagjen e spitalit,1,65.0,2020-09-19,260.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17404,banes me qira te qafa,1,40.0,2020-09-19,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17405,banes me qira ne bregun e diellit m1,2,50.0,2020-09-19,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17406,banes me qera,2,60.0,2020-09-19,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17407,banesa me qera 4 dhomeshe ne dardani 300 eu,4,100.0,2020-09-18,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17408,ofrohet banesa me qira 120m2 ne ulpian  delta,4,120.0,2020-09-18,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17409,gasonjerke me qera ne dardan te bill klintoni 190,1,55.775165849437556,2020-09-18,190.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17410,leshohet banesa me qira ne mati 1,1,50.0,2020-09-18,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17411,leshoj me qira banes ne dardani,2,80.0,2020-09-18,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17412,banese me qera ne lagjen ulpiana prapa aztechut 1977,2,47.0,2020-09-18,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17413,banes me qira ne mati 1 m1,4,85.0,2020-09-18,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17414,banes me qira te ssportit m1,3,80.0,2020-09-18,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17415,ofrohet pr qira banes 60m n qendr,2,60.0,2020-09-18,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17416,banese me qira te mati 1,4,100.0,2020-09-18,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17417,banese me qira te mati 1,3,87.0,2020-09-18,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17418,banese me qira ne ulpiane,4,94.0,2020-09-18,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17419,banese me qira ne dardani,3,87.0,2020-09-18,350.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17420,banese me qira ne dragodan,2,55.0,2020-09-18,300.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17421,banese me qira ne kalabri emshir,3,85.0,2020-09-18,350.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17422,banese me qira te mati 1  pa mobile,3,87.0,2020-09-18,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17423,banese me qera ne lagjen mati 1 prane rruges b tek 13 kateshja 1938,3,78.0,2020-09-18,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17424,banese me qera ne lagjen lakrishte banesat e tregtise 1974,2,66.0,2020-09-18,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17425,banese me qira,1,60.0,2020-09-18,450.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17426,banes me qera ne lagjen qender prane grand hotel,2,56.0,2020-09-18,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17427,banes me qira ne lagjen aktash prishtina star 2036,2,60.0,2020-09-18,310.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17428,banese me qera ne lagjen qender sheshi zahir pajaziti 1863,2,45.0,2020-09-18,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17429,leshohet me qira banesa te extrem pizza,3,70.0,2020-09-17,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17430,banese me qera 21 mati i rruga muharrem fejza 260,2,3453.374379723643,2020-09-17,260.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
